label,text,text_np,text_tokens,text_nostop,text_lem
spam,"Crédit rapide sans enquête, obtenez 5000€ en moins de 24h.",crédit rapide sans enquête obtenez 5000€ en moins de 24h,"['crédit', 'rapide', 'sans', 'enquête', 'obtenez', '5000€', 'en', 'moins', 'de', '24h']","['crédit', 'rapide', 'sans', 'enquête', 'obtenez', '5000€', 'moins', '24h']","['crédit', 'rapide', 'sans', 'enquête', 'obtenir', '5000', 'euro', 'moins', '24h']"
ham,Coucou ! Tu as fini ton travail ? On se retrouve à le parc ?,coucou  tu as fini ton travail  on se retrouve à le parc ,"['coucou', 'tu', 'as', 'fini', 'ton', 'travail', 'on', 'se', 'retrouve', 'à', 'le', 'parc']","['coucou', 'fini', 'travail', 'retrouve', 'parc']","['coucou', 'finir', 'travail', 'retrouve', 'parc']"
spam,"URGENT : Votre carte SIM sera désactivée sous 24h, suivez ce lien : www.operateur-fake.com",urgent  votre carte sim sera désactivée sous 24h suivez ce lien  wwwoperateurfakecom,"['urgent', 'votre', 'carte', 'sim', 'sera', 'désactivée', 'sous', '24h', 'suivez', 'ce', 'lien', 'wwwoperateurfakecom']","['urgent', 'carte', 'sim', 'désactivée', 'sous', '24h', 'suivez', 'lien', 'wwwoperateurfakecom']","['urgent', 'carte', 'sim', 'désactiver', 'sou', '24h', 'suivez', 'lien', 'wwwoperateurfakecom']"
ham,"Je suis au travail, je te rappelle plus tard.",je suis au travail je te rappelle plus tard,"['je', 'suis', 'au', 'travail', 'je', 'te', 'rappelle', 'plus', 'tard']","['travail', 'rappelle', 'plus', 'tard']","['travail', 'rappell', 'plus', 'tard']"
ham,"J’ai croisé Paul aujourd’hui, il te passe le bonjour.",j’ai croisé paul aujourd’hui il te passe le bonjour,"['j', '’', 'ai', 'croisé', 'paul', 'aujourd', '’', 'hui', 'il', 'te', 'passe', 'le', 'bonjour']","['’', 'croisé', 'paul', 'aujourd', '’', 'hui', 'passe', 'bonjour']","['’', 'croiser', 'paul', 'aujourd', '’', 'hui', 'passer', 'bonjour']"
ham,Je t’attends devant la gare.,je t’attends devant la gare,"['je', 't', '’', 'attends', 'devant', 'la', 'gare']","['’', 'attends', 'devant', 'gare']","['’', 'attend', 'devant', 'gare']"
ham,Rendez-vous à 18h comme prévu ?,rendezvous à 18h comme prévu ,"['rendezvous', 'à', '18h', 'comme', 'prévu']","['rendezvous', '18h', 'comme', 'prévu']","['rendezvous', '18h', 'comme', 'prévoir']"
ham,"Bonjour, merci pour ton message. Je te rappelle plus tard.",bonjour merci pour ton message je te rappelle plus tard,"['bonjour', 'merci', 'pour', 'ton', 'message', 'je', 'te', 'rappelle', 'plus', 'tard']","['bonjour', 'merci', 'message', 'rappelle', 'plus', 'tard']","['bonjour', 'merci', 'message', 'rappeler', 'plus', 'tard']"
spam,Bénéficiez d’une réduction immédiate de 50% sur votre prochaine commande !,bénéficiez d’une réduction immédiate de 50 sur votre prochaine commande ,"['bénéficiez', 'd', '’', 'une', 'réduction', 'immédiate', 'de', '50', 'sur', 'votre', 'prochaine', 'commande']","['bénéficiez', '’', 'réduction', 'immédiate', '50', 'prochaine', 'commande']","['bénéficiez', '’', 'réduction', 'immédiat', '50', 'prochain', 'command']"
spam,"Crédit rapide sans enquête, obtenez 5000€ en moins de 24h.",crédit rapide sans enquête obtenez 5000€ en moins de 24h,"['crédit', 'rapide', 'sans', 'enquête', 'obtenez', '5000€', 'en', 'moins', 'de', '24h']","['crédit', 'rapide', 'sans', 'enquête', 'obtenez', '5000€', 'moins', '24h']","['crédit', 'rapide', 'sans', 'enquête', 'obtenir', '5000', 'euro', 'moins', '24h']"
ham,"Salut, tu viens toujours ce soir ?",salut tu viens toujours ce soir ,"['salut', 'tu', 'viens', 'toujours', 'ce', 'soir']","['salut', 'viens', 'toujours', 'soir']","['salut', 'vien', 'toujours', 'soir']"
spam,Votre compte a été sélectionné pour une récompense de 50000 €. Cliquez ici pour réclamer : www.fakelink2.com,votre compte a été sélectionné pour une récompense de 50000 € cliquez ici pour réclamer  wwwfakelink2com,"['votre', 'compte', 'a', 'été', 'sélectionné', 'pour', 'une', 'récompense', 'de', '50000', '€', 'cliquez', 'ici', 'pour', 'réclamer', 'wwwfakelink2com']","['compte', 'sélectionné', 'récompense', '50000', '€', 'cliquez', 'ici', 'réclamer', 'wwwfakelink2com']","['compte', 'sélectionner', 'récompense', '50000', 'euro', 'cliquer', 'ici', 'réclamer', 'wwwfakelink2com']"
ham,"J’ai croisé Paul aujourd’hui, il te passe le bonjour.",j’ai croisé paul aujourd’hui il te passe le bonjour,"['j', '’', 'ai', 'croisé', 'paul', 'aujourd', '’', 'hui', 'il', 'te', 'passe', 'le', 'bonjour']","['’', 'croisé', 'paul', 'aujourd', '’', 'hui', 'passe', 'bonjour']","['’', 'croiser', 'paul', 'aujourd', '’', 'hui', 'passer', 'bonjour']"
ham,"J’ai croisé Paul aujourd’hui, il te passe le bonjour.",j’ai croisé paul aujourd’hui il te passe le bonjour,"['j', '’', 'ai', 'croisé', 'paul', 'aujourd', '’', 'hui', 'il', 'te', 'passe', 'le', 'bonjour']","['’', 'croisé', 'paul', 'aujourd', '’', 'hui', 'passe', 'bonjour']","['’', 'croiser', 'paul', 'aujourd', '’', 'hui', 'passer', 'bonjour']"
ham,Tu peux me rappeler quand tu es dispo ?,tu peux me rappeler quand tu es dispo ,"['tu', 'peux', 'me', 'rappeler', 'quand', 'tu', 'es', 'dispo']","['peux', 'rappeler', 'quand', 'dispo']","['peu', 'rappeler', 'quand', 'dispo']"
ham,Fais attention en rentrant ce soir.,fais attention en rentrant ce soir,"['fais', 'attention', 'en', 'rentrant', 'ce', 'soir']","['fais', 'attention', 'rentrant', 'soir']","['fai', 'attention', 'rentrer', 'soir']"
spam,Gagnez des récompenses en répondant à ce court questionnaire !,gagnez des récompenses en répondant à ce court questionnaire ,"['gagnez', 'des', 'récompenses', 'en', 'répondant', 'à', 'ce', 'court', 'questionnaire']","['gagnez', 'récompenses', 'répondant', 'court', 'questionnaire']","['gagnez', 'récompense', 'répondre', 'court', 'questionnair']"
spam,"Votre carte bancaire va être bloquée, cliquez ici pour éviter la suspension.",votre carte bancaire va être bloquée cliquez ici pour éviter la suspension,"['votre', 'carte', 'bancaire', 'va', 'être', 'bloquée', 'cliquez', 'ici', 'pour', 'éviter', 'la', 'suspension']","['carte', 'bancaire', 'va', 'être', 'bloquée', 'cliquez', 'ici', 'éviter', 'suspension']","['carte', 'bancaire', 'aller', 'être', 'bloquer', 'cliquer', 'ici', 'éviter', 'suspension']"
ham,"On part en week-end, ça va être génial !",on part en weekend ça va être génial ,"['on', 'part', 'en', 'weekend', 'ça', 'va', 'être', 'génial']","['part', 'weekend', 'ça', 'va', 'être', 'génial']","['part', 'weekend', 'cela', 'aller', 'être', 'génial']"
ham,Peux-tu me donner l’adresse exacte ?,peuxtu me donner l’adresse exacte ,"['peuxtu', 'me', 'donner', 'l', '’', 'adresse', 'exacte']","['peuxtu', 'donner', '’', 'adresse', 'exacte']","['peuxtu', 'donner', '’', 'adresse', 'exact']"
ham,"Je viens d’arriver, où es-tu ?",je viens d’arriver où estu ,"['je', 'viens', 'd', '’', 'arriver', 'où', 'estu']","['viens', '’', 'arriver', 'où', 'estu']","['vien', '’', 'arriver', 'où', 'estu']"
spam,Faites fortune depuis chez vous en quelques clics !,faites fortune depuis chez vous en quelques clics ,"['faites', 'fortune', 'depuis', 'chez', 'vous', 'en', 'quelques', 'clics']","['faites', 'fortune', 'depuis', 'chez', 'quelques', 'clics']","['fait', 'fortune', 'depuis', 'chez', 'quelque', 'clic']"
ham,Fais attention en rentrant ce soir.,fais attention en rentrant ce soir,"['fais', 'attention', 'en', 'rentrant', 'ce', 'soir']","['fais', 'attention', 'rentrant', 'soir']","['fai', 'attention', 'rentrer', 'soir']"
ham,Repose-toi bien et prends soin de toi !,reposetoi bien et prends soin de toi ,"['reposetoi', 'bien', 'et', 'prends', 'soin', 'de', 'toi']","['reposetoi', 'bien', 'prends', 'soin']","['reposetoi', 'bien', 'prend', 'soin']"
ham,J’arrive chez toi dans 5 minutes.,j’arrive chez toi dans 5 minutes,"['j', '’', 'arrive', 'chez', 'toi', 'dans', '5', 'minutes']","['’', 'arrive', 'chez', '5', 'minutes']","['’', 'arriver', 'chez', '5', 'minute']"
ham,Bon courage pour ton examen demain !,bon courage pour ton examen demain ,"['bon', 'courage', 'pour', 'ton', 'examen', 'demain']","['bon', 'courage', 'examen', 'demain']","['bon', 'courage', 'examen', 'demain']"
spam,"Nous avons un super investissement pour vous, contactez-nous maintenant.",nous avons un super investissement pour vous contacteznous maintenant,"['nous', 'avons', 'un', 'super', 'investissement', 'pour', 'vous', 'contacteznous', 'maintenant']","['super', 'investissement', 'contacteznous', 'maintenant']","['super', 'investissement', 'contacteznous', 'maintenant']"
spam,"Votre facture téléphonique est en attente de paiement, régularisez ici.",votre facture téléphonique est en attente de paiement régularisez ici,"['votre', 'facture', 'téléphonique', 'est', 'en', 'attente', 'de', 'paiement', 'régularisez', 'ici']","['facture', 'téléphonique', 'attente', 'paiement', 'régularisez', 'ici']","['factur', 'téléphonique', 'attente', 'paiement', 'régulariser', 'ici']"
spam,Téléchargez cette application et recevez un bon d’achat de 50€.,téléchargez cette application et recevez un bon d’achat de 50€,"['téléchargez', 'cette', 'application', 'et', 'recevez', 'un', 'bon', 'd', '’', 'achat', 'de', '50€']","['téléchargez', 'cette', 'application', 'recevez', 'bon', '’', 'achat', '50€']","['télécharger', 'ce', 'application', 'recevoir', 'bon', '’', 'achat', '50', 'euro']"
spam,Le secret des millionnaires enfin révélé : inscrivez-vous gratuitement.,le secret des millionnaires enfin révélé  inscrivezvous gratuitement,"['le', 'secret', 'des', 'millionnaires', 'enfin', 'révélé', 'inscrivezvous', 'gratuitement']","['secret', 'millionnaires', 'enfin', 'révélé', 'inscrivezvous', 'gratuitement']","['secret', 'millionnaire', 'enfin', 'révéler', 'inscrivezvou', 'gratuitement']"
ham,"Je suis en route, j’arrive dans 10 min.",je suis en route j’arrive dans 10 min,"['je', 'suis', 'en', 'route', 'j', '’', 'arrive', 'dans', '10', 'min']","['route', '’', 'arrive', '10', 'min']","['rout', '’', 'arriver', '10', 'min']"
spam,Dernière chance de profiter de cette offre incroyable !,dernière chance de profiter de cette offre incroyable ,"['dernière', 'chance', 'de', 'profiter', 'de', 'cette', 'offre', 'incroyable']","['dernière', 'chance', 'profiter', 'cette', 'offre', 'incroyable']","['dernier', 'chance', 'profiter', 'ce', 'offre', 'incroyable']"
spam,Téléchargez cette application et recevez un bon d’achat de 50€.,téléchargez cette application et recevez un bon d’achat de 50€,"['téléchargez', 'cette', 'application', 'et', 'recevez', 'un', 'bon', 'd', '’', 'achat', 'de', '50€']","['téléchargez', 'cette', 'application', 'recevez', 'bon', '’', 'achat', '50€']","['télécharger', 'ce', 'application', 'recevoir', 'bon', '’', 'achat', '50', 'euro']"
ham,C’était une journée incroyable !,c’était une journée incroyable ,"['c', '’', 'était', 'une', 'journée', 'incroyable']","['’', 'journée', 'incroyable']","['’', 'journée', 'incroyable']"
ham,"Coucou, tu as des nouvelles de Sophie ?",coucou tu as des nouvelles de sophie ,"['coucou', 'tu', 'as', 'des', 'nouvelles', 'de', 'sophie']","['coucou', 'nouvelles', 'sophie']","['coucou', 'nouveau', 'sophie']"
spam,"Votre carte bancaire va être bloquée, cliquez ici pour éviter la suspension.",votre carte bancaire va être bloquée cliquez ici pour éviter la suspension,"['votre', 'carte', 'bancaire', 'va', 'être', 'bloquée', 'cliquez', 'ici', 'pour', 'éviter', 'la', 'suspension']","['carte', 'bancaire', 'va', 'être', 'bloquée', 'cliquez', 'ici', 'éviter', 'suspension']","['carte', 'bancaire', 'aller', 'être', 'bloquer', 'cliquer', 'ici', 'éviter', 'suspension']"
spam,Les 10 premiers inscrits recevront un cadeau spécial !,les 10 premiers inscrits recevront un cadeau spécial ,"['les', '10', 'premiers', 'inscrits', 'recevront', 'un', 'cadeau', 'spécial']","['10', 'premiers', 'inscrits', 'recevront', 'cadeau', 'spécial']","['10', 'premier', 'inscrit', 'recevoir', 'cadeau', 'spécial']"
ham,N’oublie pas notre rendez-vous chez le médecin.,n’oublie pas notre rendezvous chez le médecin,"['n', '’', 'oublie', 'pas', 'notre', 'rendezvous', 'chez', 'le', 'médecin']","['’', 'oublie', 'rendezvous', 'chez', 'médecin']","['’', 'oublier', 'rendezvou', 'chez', 'médecin']"
ham,Je t’attends devant la gare.,je t’attends devant la gare,"['je', 't', '’', 'attends', 'devant', 'la', 'gare']","['’', 'attends', 'devant', 'gare']","['’', 'attend', 'devant', 'gare']"
ham,Peux-tu acheter du pain en rentrant ?,peuxtu acheter du pain en rentrant ,"['peuxtu', 'acheter', 'du', 'pain', 'en', 'rentrant']","['peuxtu', 'acheter', 'pain', 'rentrant']","['peuxtu', 'acheter', 'pain', 'rentrant']"
ham,Je suis ravi de te revoir bientôt !,je suis ravi de te revoir bientôt ,"['je', 'suis', 'ravi', 'de', 'te', 'revoir', 'bientôt']","['ravi', 'revoir', 'bientôt']","['ravi', 'revoir', 'bientôt']"
spam,"Vous avez un message vocal non lu, écoutez-le ici.",vous avez un message vocal non lu écoutezle ici,"['vous', 'avez', 'un', 'message', 'vocal', 'non', 'lu', 'écoutezle', 'ici']","['message', 'vocal', 'non', 'lu', 'écoutezle', 'ici']","['message', 'vocal', 'non', 'lire', 'écoutezle', 'ici']"
ham,J’ai trouvé une super recette à tester.,j’ai trouvé une super recette à tester,"['j', '’', 'ai', 'trouvé', 'une', 'super', 'recette', 'à', 'tester']","['’', 'trouvé', 'super', 'recette', 'tester']","['’', 'trouver', 'super', 'recette', 'tester']"
ham,"Je suis au travail, je te rappelle plus tard.",je suis au travail je te rappelle plus tard,"['je', 'suis', 'au', 'travail', 'je', 'te', 'rappelle', 'plus', 'tard']","['travail', 'rappelle', 'plus', 'tard']","['travail', 'rappell', 'plus', 'tard']"
ham,"Bonjour, je suis occupé en ce moment. Je te rappelle plus tard.",bonjour je suis occupé en ce moment je te rappelle plus tard,"['bonjour', 'je', 'suis', 'occupé', 'en', 'ce', 'moment', 'je', 'te', 'rappelle', 'plus', 'tard']","['bonjour', 'occupé', 'moment', 'rappelle', 'plus', 'tard']","['bonjour', 'occuper', 'moment', 'rappell', 'plus', 'tard']"
spam,Découvrez comment doubler votre argent en investissant avec nous.,découvrez comment doubler votre argent en investissant avec nous,"['découvrez', 'comment', 'doubler', 'votre', 'argent', 'en', 'investissant', 'avec', 'nous']","['découvrez', 'comment', 'doubler', 'argent', 'investissant']","['découvrir', 'comment', 'doubler', 'argent', 'investir']"
ham,Tu viens au sport ce soir ?,tu viens au sport ce soir ,"['tu', 'viens', 'au', 'sport', 'ce', 'soir']","['viens', 'sport', 'soir']","['vien', 'sport', 'soir']"
spam,"Achetez 1 produit, obtenez-en 3 gratuitement !",achetez 1 produit obtenezen 3 gratuitement ,"['achetez', '1', 'produit', 'obtenezen', '3', 'gratuitement']","['achetez', '1', 'produit', 'obtenezen', '3', 'gratuitement']","['acheter', '1', 'produit', 'obtenezen', '3', 'gratuitement']"
ham,Merci encore pour hier soir !,merci encore pour hier soir ,"['merci', 'encore', 'pour', 'hier', 'soir']","['merci', 'encore', 'hier', 'soir']","['merci', 'encore', 'hier', 'soir']"
ham,Dis-moi quand tu es dispo pour un appel.,dismoi quand tu es dispo pour un appel,"['dismoi', 'quand', 'tu', 'es', 'dispo', 'pour', 'un', 'appel']","['dismoi', 'quand', 'dispo', 'appel']","['dismoi', 'quand', 'dispo', 'appel']"
ham,"Merci pour ton aide, c’était top !",merci pour ton aide c’était top ,"['merci', 'pour', 'ton', 'aide', 'c', '’', 'était', 'top']","['merci', 'aide', '’', 'top']","['merci', 'aide', '’', 'top']"
ham,"Salut, tu viens toujours ce soir ?",salut tu viens toujours ce soir ,"['salut', 'tu', 'viens', 'toujours', 'ce', 'soir']","['salut', 'viens', 'toujours', 'soir']","['salut', 'vien', 'toujours', 'soir']"
spam,Faites fortune depuis chez vous en quelques clics !,faites fortune depuis chez vous en quelques clics ,"['faites', 'fortune', 'depuis', 'chez', 'vous', 'en', 'quelques', 'clics']","['faites', 'fortune', 'depuis', 'chez', 'quelques', 'clics']","['fait', 'fortune', 'depuis', 'chez', 'quelque', 'clic']"
spam,Vous avez été sélectionné pour un héritage de 50000 €. Contactez-nous immédiatement !,vous avez été sélectionné pour un héritage de 50000 € contacteznous immédiatement ,"['vous', 'avez', 'été', 'sélectionné', 'pour', 'un', 'héritage', 'de', '50000', '€', 'contacteznous', 'immédiatement']","['sélectionné', 'héritage', '50000', '€', 'contacteznous', 'immédiatement']","['sélectionner', 'héritage', '50000', 'euro', 'contacteznou', 'immédiatement']"
ham,Rendez-vous à 18h comme prévu ?,rendezvous à 18h comme prévu ,"['rendezvous', 'à', '18h', 'comme', 'prévu']","['rendezvous', '18h', 'comme', 'prévu']","['rendezvous', '18h', 'comme', 'prévoir']"
ham,"Salut, as-tu vu le dernier film au cinéma ? C'était incroyable !",salut astu vu le dernier film au cinéma  cétait incroyable ,"['salut', 'astu', 'vu', 'le', 'dernier', 'film', 'au', 'cinéma', 'cétait', 'incroyable']","['salut', 'astu', 'vu', 'dernier', 'film', 'cinéma', 'cétait', 'incroyable']","['salut', 'astu', 'voir', 'dernier', 'film', 'cinéma', 'cétait', 'incroyable']"
ham,Je t’attends devant la gare.,je t’attends devant la gare,"['je', 't', '’', 'attends', 'devant', 'la', 'gare']","['’', 'attends', 'devant', 'gare']","['’', 'attend', 'devant', 'gare']"
spam,Urgent : Mise à jour de vos informations de sécurité requise.,urgent  mise à jour de vos informations de sécurité requise,"['urgent', 'mise', 'à', 'jour', 'de', 'vos', 'informations', 'de', 'sécurité', 'requise']","['urgent', 'mise', 'jour', 'informations', 'sécurité', 'requise']","['urgent', 'mise', 'jour', 'information', 'sécurité', 'requérir']"
spam,Recevez un crédit instantané sans justificatif !,recevez un crédit instantané sans justificatif ,"['recevez', 'un', 'crédit', 'instantané', 'sans', 'justificatif']","['recevez', 'crédit', 'instantané', 'sans', 'justificatif']","['recevoir', 'crédit', 'instantaner', 'sans', 'justificatif']"
ham,"Bonjour Camille, tu veux qu'on aille prendre un café demain ?",bonjour camille tu veux quon aille prendre un café demain ,"['bonjour', 'camille', 'tu', 'veux', 'quon', 'aille', 'prendre', 'un', 'café', 'demain']","['bonjour', 'camille', 'veux', 'quon', 'aille', 'prendre', 'café', 'demain']","['bonjour', 'camille', 'veux', 'quon', 'aill', 'prendre', 'café', 'demain']"
ham,J’ai une idée géniale à te proposer.,j’ai une idée géniale à te proposer,"['j', '’', 'ai', 'une', 'idée', 'géniale', 'à', 'te', 'proposer']","['’', 'idée', 'géniale', 'proposer']","['’', 'idée', 'génial', 'proposer']"
spam,Offre spéciale ! Obtenez 70% de réduction sur votre prochain achat. Cliquez ici : www.fakelink2.com,offre spéciale  obtenez 70 de réduction sur votre prochain achat cliquez ici  wwwfakelink2com,"['offre', 'spéciale', 'obtenez', '70', 'de', 'réduction', 'sur', 'votre', 'prochain', 'achat', 'cliquez', 'ici', 'wwwfakelink2com']","['offre', 'spéciale', 'obtenez', '70', 'réduction', 'prochain', 'achat', 'cliquez', 'ici', 'wwwfakelink2com']","['offrir', 'spécial', 'obtenir', '70', 'réduction', 'prochain', 'achat', 'cliquer', 'ici', 'wwwfakelink2com']"
spam,Bénéficiez d’une réduction immédiate de 50% sur votre prochaine commande !,bénéficiez d’une réduction immédiate de 50 sur votre prochaine commande ,"['bénéficiez', 'd', '’', 'une', 'réduction', 'immédiate', 'de', '50', 'sur', 'votre', 'prochaine', 'commande']","['bénéficiez', '’', 'réduction', 'immédiate', '50', 'prochaine', 'commande']","['bénéficiez', '’', 'réduction', 'immédiat', '50', 'prochain', 'command']"
ham,J’ai une super nouvelle à t’annoncer !,j’ai une super nouvelle à t’annoncer ,"['j', '’', 'ai', 'une', 'super', 'nouvelle', 'à', 't', '’', 'annoncer']","['’', 'super', 'nouvelle', '’', 'annoncer']","['’', 'super', 'nouveau', '’', 'annoncer']"
ham,Coucou ! Tu as fini ton travail ? On se retrouve à le restaurant ?,coucou  tu as fini ton travail  on se retrouve à le restaurant ,"['coucou', 'tu', 'as', 'fini', 'ton', 'travail', 'on', 'se', 'retrouve', 'à', 'le', 'restaurant']","['coucou', 'fini', 'travail', 'retrouve', 'restaurant']","['coucou', 'finir', 'travail', 'retrouve', 'restaurer']"
ham,N’oublie pas notre rendez-vous chez le médecin.,n’oublie pas notre rendezvous chez le médecin,"['n', '’', 'oublie', 'pas', 'notre', 'rendezvous', 'chez', 'le', 'médecin']","['’', 'oublie', 'rendezvous', 'chez', 'médecin']","['’', 'oublier', 'rendezvou', 'chez', 'médecin']"
ham,Je suis ravi de te revoir bientôt !,je suis ravi de te revoir bientôt ,"['je', 'suis', 'ravi', 'de', 'te', 'revoir', 'bientôt']","['ravi', 'revoir', 'bientôt']","['ravi', 'revoir', 'bientôt']"
spam,Offre exclusive ! Obtenez un crédit de 20000 € sans frais. Cliquez ici : www.fakelink3.com,offre exclusive  obtenez un crédit de 20000 € sans frais cliquez ici  wwwfakelink3com,"['offre', 'exclusive', 'obtenez', 'un', 'crédit', 'de', '20000', '€', 'sans', 'frais', 'cliquez', 'ici', 'wwwfakelink3com']","['offre', 'exclusive', 'obtenez', 'crédit', '20000', '€', 'sans', 'frais', 'cliquez', 'ici', 'wwwfakelink3com']","['offrir', 'exclusif', 'obtenir', 'crédit', '20000', 'euro', 'sans', 'frais', 'cliquer', 'ici', 'wwwfakelink3com']"
ham,Peux-tu me donner l’adresse exacte ?,peuxtu me donner l’adresse exacte ,"['peuxtu', 'me', 'donner', 'l', '’', 'adresse', 'exacte']","['peuxtu', 'donner', '’', 'adresse', 'exacte']","['peuxtu', 'donner', '’', 'adresse', 'exact']"
ham,On se retrouve devant le cinéma à 20h ?,on se retrouve devant le cinéma à 20h ,"['on', 'se', 'retrouve', 'devant', 'le', 'cinéma', 'à', '20h']","['retrouve', 'devant', 'cinéma', '20h']","['retrouve', 'devant', 'cinéma', '20h']"
spam,"Achetez 1 produit, obtenez-en 3 gratuitement !",achetez 1 produit obtenezen 3 gratuitement ,"['achetez', '1', 'produit', 'obtenezen', '3', 'gratuitement']","['achetez', '1', 'produit', 'obtenezen', '3', 'gratuitement']","['acheter', '1', 'produit', 'obtenezen', '3', 'gratuitement']"
spam,Essayez notre programme minceur GRATUITEMENT pendant 30 jours !,essayez notre programme minceur gratuitement pendant 30 jours ,"['essayez', 'notre', 'programme', 'minceur', 'gratuitement', 'pendant', '30', 'jours']","['essayez', 'programme', 'minceur', 'gratuitement', 'pendant', '30', 'jours']","['essayer', 'programme', 'minceur', 'gratuitement', 'pendant', '30', 'jour']"
ham,Je passe te voir cet après-midi.,je passe te voir cet aprèsmidi,"['je', 'passe', 'te', 'voir', 'cet', 'aprèsmidi']","['passe', 'voir', 'cet', 'aprèsmidi']","['passer', 'voir', 'ce', 'aprèsmidi']"
spam,Dernière chance de profiter de cette offre incroyable !,dernière chance de profiter de cette offre incroyable ,"['dernière', 'chance', 'de', 'profiter', 'de', 'cette', 'offre', 'incroyable']","['dernière', 'chance', 'profiter', 'cette', 'offre', 'incroyable']","['dernier', 'chance', 'profiter', 'ce', 'offre', 'incroyable']"
spam,Profitez d’un cashback de 100€ sur vos prochains achats !,profitez d’un cashback de 100€ sur vos prochains achats ,"['profitez', 'd', '’', 'un', 'cashback', 'de', '100€', 'sur', 'vos', 'prochains', 'achats']","['profitez', '’', 'cashback', '100€', 'prochains', 'achats']","['profiter', '’', 'cashback', '100', 'euro', 'prochain', 'achat']"
ham,"Bonjour, je suis en retard à cause de la circulation. À tout à l'heure !",bonjour je suis en retard à cause de la circulation à tout à lheure ,"['bonjour', 'je', 'suis', 'en', 'retard', 'à', 'cause', 'de', 'la', 'circulation', 'à', 'tout', 'à', 'lheure']","['bonjour', 'retard', 'cause', 'circulation', 'tout', 'lheure']","['bonjour', 'retard', 'cause', 'circulation', 'tout', 'lheur']"
ham,Dis-moi quand tu es dispo pour un appel.,dismoi quand tu es dispo pour un appel,"['dismoi', 'quand', 'tu', 'es', 'dispo', 'pour', 'un', 'appel']","['dismoi', 'quand', 'dispo', 'appel']","['dismoi', 'quand', 'dispo', 'appel']"
ham,"On part en week-end, ça va être génial !",on part en weekend ça va être génial ,"['on', 'part', 'en', 'weekend', 'ça', 'va', 'être', 'génial']","['part', 'weekend', 'ça', 'va', 'être', 'génial']","['part', 'weekend', 'cela', 'aller', 'être', 'génial']"
ham,"Bonjour, merci pour ton message. Je te rappelle plus tard.",bonjour merci pour ton message je te rappelle plus tard,"['bonjour', 'merci', 'pour', 'ton', 'message', 'je', 'te', 'rappelle', 'plus', 'tard']","['bonjour', 'merci', 'message', 'rappelle', 'plus', 'tard']","['bonjour', 'merci', 'message', 'rappeler', 'plus', 'tard']"
ham,Je passe te voir cet après-midi.,je passe te voir cet aprèsmidi,"['je', 'passe', 'te', 'voir', 'cet', 'aprèsmidi']","['passe', 'voir', 'cet', 'aprèsmidi']","['passer', 'voir', 'ce', 'aprèsmidi']"
ham,Passe une bonne journée !,passe une bonne journée ,"['passe', 'une', 'bonne', 'journée']","['passe', 'bonne', 'journée']","['passer', 'bon', 'journée']"
spam,"Vous avez un message vocal non lu, écoutez-le ici.",vous avez un message vocal non lu écoutezle ici,"['vous', 'avez', 'un', 'message', 'vocal', 'non', 'lu', 'écoutezle', 'ici']","['message', 'vocal', 'non', 'lu', 'écoutezle', 'ici']","['message', 'vocal', 'non', 'lire', 'écoutezle', 'ici']"
spam,Vous avez gagné 10000 € à la loterie ! Réclamez votre prix maintenant : www.fakelink1.com,vous avez gagné 10000 € à la loterie  réclamez votre prix maintenant  wwwfakelink1com,"['vous', 'avez', 'gagné', '10000', '€', 'à', 'la', 'loterie', 'réclamez', 'votre', 'prix', 'maintenant', 'wwwfakelink1com']","['gagné', '10000', '€', 'loterie', 'réclamez', 'prix', 'maintenant', 'wwwfakelink1com']","['gagner', '10000', '€', 'loterie', 'réclamer', 'prix', 'maintenant', 'wwwfakelink1com']"
spam,Découvrez comment obtenir un prêt sans intérêt immédiatement.,découvrez comment obtenir un prêt sans intérêt immédiatement,"['découvrez', 'comment', 'obtenir', 'un', 'prêt', 'sans', 'intérêt', 'immédiatement']","['découvrez', 'comment', 'obtenir', 'prêt', 'sans', 'intérêt', 'immédiatement']","['découvrir', 'comment', 'obtenir', 'prêt', 'sans', 'intérêt', 'immédiatement']"
ham,"Ne t’inquiète pas, tout va bien se passer.",ne t’inquiète pas tout va bien se passer,"['ne', 't', '’', 'inquiète', 'pas', 'tout', 'va', 'bien', 'se', 'passer']","['’', 'inquiète', 'tout', 'va', 'bien', 'passer']","['’', 'inquiet', 'tout', 'aller', 'bien', 'passer']"
spam,Besoin d’argent rapidement ? Recevez 1000€ dès aujourd’hui !,besoin d’argent rapidement  recevez 1000€ dès aujourd’hui ,"['besoin', 'd', '’', 'argent', 'rapidement', 'recevez', '1000€', 'dès', 'aujourd', '’', 'hui']","['besoin', '’', 'argent', 'rapidement', 'recevez', '1000€', 'dès', 'aujourd', '’', 'hui']","['besoin', '’', 'arger', 'rapidement', 'recevoir', '1000', 'euro', 'dès', 'aujourd', '’', 'hui']"
spam,Vous venez de gagner une carte cadeau Amazon de 500€ !,vous venez de gagner une carte cadeau amazon de 500€ ,"['vous', 'venez', 'de', 'gagner', 'une', 'carte', 'cadeau', 'amazon', 'de', '500€']","['venez', 'gagner', 'carte', 'cadeau', 'amazon', '500€']","['venir', 'gagner', 'carte', 'cadeau', 'amazon', '500', 'euro']"
