label,text,text_np,text_tokens,text_nostop,text_lem,length,punc%,cap%
ham,J’ai une super nouvelle à t’annoncer !,j’ai une super nouvelle à t’annoncer ,"['j', '’', 'ai', 'une', 'super', 'nouvelle', 'à', 't', '’', 'annoncer']","['’', 'super', 'nouvelle', '’', 'annoncer']","['’', 'super', 'nouveau', '’', 'annoncer']",0.24050632911392406,0.2583333333333333,0.08071748878923768
spam,Ne ratez pas cette opportunité unique de gagner gros !,ne ratez pas cette opportunité unique de gagner gros ,"['ne', 'ratez', 'pas', 'cette', 'opportunité', 'unique', 'de', 'gagner', 'gros']","['ratez', 'cette', 'opportunité', 'unique', 'gagner', 'gros']","['rater', 'ce', 'opportunité', 'unique', 'gagner', 'gros']",0.40506329113924056,0.1833333333333333,0.04035874439461882
spam,Urgence ! Votre compte a été compromis. Cliquez ici pour vérifier : www.fakelink1.com,urgence  votre compte a été compromis cliquez ici pour vérifier  wwwfakelink1com,"['urgence', 'votre', 'compte', 'a', 'été', 'compromis', 'cliquez', 'ici', 'pour', 'vérifier', 'wwwfakelink1com']","['urgence', 'compte', 'compromis', 'cliquez', 'ici', 'vérifier', 'wwwfakelink1com']","['urgence', 'compte', 'compromettre', 'cliquer', 'ici', 'vérifier', 'wwwfakelink1com']",0.759493670886076,0.5666666666666667,0.12556053811659196
spam,"Félicitations ! Vous avez gagné un iPhone 15, cliquez ici pour le réclamer : www.fake-link.com",félicitations  vous avez gagné un iphone 15 cliquez ici pour le réclamer  wwwfakelinkcom,"['félicitations', 'vous', 'avez', 'gagné', 'un', 'iphone', '15', 'cliquez', 'ici', 'pour', 'le', 'réclamer', 'wwwfakelinkcom']","['félicitations', 'gagné', 'iphone', '15', 'cliquez', 'ici', 'réclamer', 'wwwfakelinkcom']","['félicitation', 'gagner', 'iphone', '15', 'cliquer', 'ici', 'réclamer', 'wwwfakelinkcom']",0.8481012658227849,0.625,0.10762331838565023
spam,Vous avez été sélectionné pour un héritage de 50000 €. Contactez-nous immédiatement !,vous avez été sélectionné pour un héritage de 50000 € contacteznous immédiatement ,"['vous', 'avez', 'été', 'sélectionné', 'pour', 'un', 'héritage', 'de', '50000', '€', 'contacteznous', 'immédiatement']","['sélectionné', 'héritage', '50000', '€', 'contacteznous', 'immédiatement']","['sélectionner', 'héritage', '50000', 'euro', 'contacteznou', 'immédiatement']",0.759493670886076,0.3416666666666667,0.06278026905829598
ham,Je suis ravi de te revoir bientôt !,je suis ravi de te revoir bientôt ,"['je', 'suis', 'ravi', 'de', 'te', 'revoir', 'bientôt']","['ravi', 'revoir', 'bientôt']","['ravi', 'revoir', 'bientôt']",0.189873417721519,0.29999999999999993,0.10313901345291479
ham,Dis-moi quand tu es dispo pour un appel.,dismoi quand tu es dispo pour un appel,"['dismoi', 'quand', 'tu', 'es', 'dispo', 'pour', 'un', 'appel']","['dismoi', 'quand', 'dispo', 'appel']","['dismoi', 'quand', 'dispo', 'appel']",0.25316455696202533,0.5083333333333333,0.07623318385650224
spam,Téléchargez cette application et recevez un bon d’achat de 50€.,téléchargez cette application et recevez un bon d’achat de 50€,"['téléchargez', 'cette', 'application', 'et', 'recevez', 'un', 'bon', 'd', '’', 'achat', 'de', '50€']","['téléchargez', 'cette', 'application', 'recevez', 'bon', '’', 'achat', '50€']","['télécharger', 'ce', 'application', 'recevoir', 'bon', '’', 'achat', '50', 'euro']",0.5189873417721519,0.15833333333333333,0.026905829596412557
ham,Repose-toi bien et prends soin de toi !,reposetoi bien et prends soin de toi ,"['reposetoi', 'bien', 'et', 'prends', 'soin', 'de', 'toi']","['reposetoi', 'bien', 'prends', 'soin']","['reposetoi', 'bien', 'prend', 'soin']",0.24050632911392406,0.5166666666666666,0.08071748878923768
ham,Je passe te voir cet après-midi.,je passe te voir cet aprèsmidi,"['je', 'passe', 'te', 'voir', 'cet', 'aprèsmidi']","['passe', 'voir', 'cet', 'aprèsmidi']","['passer', 'voir', 'ce', 'aprèsmidi']",0.17721518987341772,0.6166666666666666,0.10762331838565023
ham,"Le film d’hier était génial, tu devrais le voir !",le film d’hier était génial tu devrais le voir ,"['le', 'film', 'd', '’', 'hier', 'était', 'génial', 'tu', 'devrais', 'le', 'voir']","['film', '’', 'hier', 'génial', 'devrais', 'voir']","['film', '’', 'hier', 'génial', 'devrai', 'voir']",0.3417721518987342,0.41666666666666663,0.05381165919282512
spam,Votre compte WhatsApp sera supprimé si vous ne mettez pas à jour vos informations.,votre compte whatsapp sera supprimé si vous ne mettez pas à jour vos informations,"['votre', 'compte', 'whatsapp', 'sera', 'supprimé', 'si', 'vous', 'ne', 'mettez', 'pas', 'à', 'jour', 'vos', 'informations']","['compte', 'whatsapp', 'supprimé', 'si', 'mettez', 'jour', 'informations']","['compte', 'whatsapp', 'supprimer', 'si', 'mettre', 'jour', 'information']",0.7088607594936709,0.11666666666666667,0.13452914798206278
ham,"J’ai croisé Paul aujourd’hui, il te passe le bonjour.",j’ai croisé paul aujourd’hui il te passe le bonjour,"['j', '’', 'ai', 'croisé', 'paul', 'aujourd', '’', 'hui', 'il', 'te', 'passe', 'le', 'bonjour']","['’', 'croisé', 'paul', 'aujourd', '’', 'hui', 'passe', 'bonjour']","['’', 'croiser', 'paul', 'aujourd', '’', 'hui', 'passer', 'bonjour']",0.40506329113924056,0.3666666666666666,0.1390134529147982
spam,Achetez maintenant et recevez un bonus de 100€ en cashback.,achetez maintenant et recevez un bonus de 100€ en cashback,"['achetez', 'maintenant', 'et', 'recevez', 'un', 'bonus', 'de', '100€', 'en', 'cashback']","['achetez', 'maintenant', 'recevez', 'bonus', '100€', 'cashback']","['acheter', 'maintenant', 'recevoir', 'bonus', '100', 'euro', 'cashback']",0.4683544303797469,0.16666666666666666,0.03139013452914798
ham,Comment s'est passée ta journée ?,comment sest passée ta journée ,"['comment', 'sest', 'passée', 'ta', 'journée']","['comment', 'sest', 'passée', 'journée']","['comment', 'sest', 'passer', 'journée']",0.189873417721519,0.5916666666666666,0.10313901345291479
ham,As-tu bien reçu mon message ?,astu bien reçu mon message ,"['astu', 'bien', 'reçu', 'mon', 'message']","['astu', 'bien', 'reçu', 'message']","['astu', 'bien', 'recevoir', 'message']",0.13924050632911394,0.6916666666666667,0.13004484304932737
ham,N’oublie pas notre réunion demain matin à 9h.,n’oublie pas notre réunion demain matin à 9h,"['n', '’', 'oublie', 'pas', 'notre', 'réunion', 'demain', 'matin', 'à', '9h']","['’', 'oublie', 'réunion', 'demain', 'matin', '9h']","['’', 'oublier', 'réunion', 'demain', 'matin', '9h']",0.31645569620253167,0.21666666666666667,0.05829596412556055
spam,Achetez maintenant et recevez un bonus de 100€ en cashback.,achetez maintenant et recevez un bonus de 100€ en cashback,"['achetez', 'maintenant', 'et', 'recevez', 'un', 'bonus', 'de', '100€', 'en', 'cashback']","['achetez', 'maintenant', 'recevez', 'bonus', '100€', 'cashback']","['acheter', 'maintenant', 'recevoir', 'bonus', '100', 'euro', 'cashback']",0.4683544303797469,0.16666666666666666,0.03139013452914798
spam,"Attention : Votre compte Facebook a été piraté, réinitialisez votre mot de passe ici.",attention  votre compte facebook a été piraté réinitialisez votre mot de passe ici,"['attention', 'votre', 'compte', 'facebook', 'a', 'été', 'piraté', 'réinitialisez', 'votre', 'mot', 'de', 'passe', 'ici']","['attention', 'compte', 'facebook', 'piraté', 'réinitialisez', 'mot', 'passe', 'ici']","['attention', 'compte', 'facebook', 'pirater', 'réinitialisez', 'mot', 'passer', 'ici']",0.7468354430379747,0.35,0.13004484304932737
spam,Ne ratez pas cette opportunité unique de gagner gros !,ne ratez pas cette opportunité unique de gagner gros ,"['ne', 'ratez', 'pas', 'cette', 'opportunité', 'unique', 'de', 'gagner', 'gros']","['ratez', 'cette', 'opportunité', 'unique', 'gagner', 'gros']","['rater', 'ce', 'opportunité', 'unique', 'gagner', 'gros']",0.40506329113924056,0.1833333333333333,0.04035874439461882
spam,"Vous avez un message vocal non lu, écoutez-le ici.",vous avez un message vocal non lu écoutezle ici,"['vous', 'avez', 'un', 'message', 'vocal', 'non', 'lu', 'écoutezle', 'ici']","['message', 'vocal', 'non', 'lu', 'écoutezle', 'ici']","['message', 'vocal', 'non', 'lire', 'écoutezle', 'ici']",0.36708860759493667,0.5916666666666666,0.04932735426008968
ham,On mange ensemble demain midi ?,on mange ensemble demain midi ,"['on', 'mange', 'ensemble', 'demain', 'midi']","['mange', 'ensemble', 'demain', 'midi']","['mange', 'ensembl', 'demain', 'midi']",0.16455696202531644,0.31666666666666665,0.11210762331838567
ham,"J'ai adoré notre sortie d’hier, à refaire !",jai adoré notre sortie d’hier à refaire ,"['jai', 'adoré', 'notre', 'sortie', 'd', '’', 'hier', 'à', 'refaire']","['jai', 'adoré', 'sortie', '’', 'hier', 'refaire']","['jai', 'adorer', 'sortir', '’', 'hier', 'refaire']",0.2911392405063291,0.6916666666666667,0.06726457399103142
spam,Découvrez comment obtenir un prêt sans intérêt immédiatement.,découvrez comment obtenir un prêt sans intérêt immédiatement,"['découvrez', 'comment', 'obtenir', 'un', 'prêt', 'sans', 'intérêt', 'immédiatement']","['découvrez', 'comment', 'obtenir', 'prêt', 'sans', 'intérêt', 'immédiatement']","['découvrir', 'comment', 'obtenir', 'prêt', 'sans', 'intérêt', 'immédiatement']",0.5189873417721519,0.15833333333333333,0.026905829596412557
spam,Vous avez été sélectionné pour un héritage de 50000 €. Contactez-nous immédiatement !,vous avez été sélectionné pour un héritage de 50000 € contacteznous immédiatement ,"['vous', 'avez', 'été', 'sélectionné', 'pour', 'un', 'héritage', 'de', '50000', '€', 'contacteznous', 'immédiatement']","['sélectionné', 'héritage', '50000', '€', 'contacteznous', 'immédiatement']","['sélectionner', 'héritage', '50000', 'euro', 'contacteznou', 'immédiatement']",0.759493670886076,0.3416666666666667,0.06278026905829598
ham,Fais attention en rentrant ce soir.,fais attention en rentrant ce soir,"['fais', 'attention', 'en', 'rentrant', 'ce', 'soir']","['fais', 'attention', 'rentrant', 'soir']","['fai', 'attention', 'rentrer', 'soir']",0.2151898734177215,0.275,0.08968609865470856
spam,Gagnez des récompenses en répondant à ce court questionnaire !,gagnez des récompenses en répondant à ce court questionnaire ,"['gagnez', 'des', 'récompenses', 'en', 'répondant', 'à', 'ce', 'court', 'questionnaire']","['gagnez', 'récompenses', 'répondant', 'court', 'questionnaire']","['gagnez', 'récompense', 'répondre', 'court', 'questionnair']",0.5063291139240507,0.15833333333333333,0.026905829596412557
spam,"N'attendez plus, votre chance de devenir riche est ici.",nattendez plus votre chance de devenir riche est ici,"['nattendez', 'plus', 'votre', 'chance', 'de', 'devenir', 'riche', 'est', 'ici']","['nattendez', 'plus', 'chance', 'devenir', 'riche', 'ici']","['nattendez', 'plus', 'chance', 'devenir', 'riche', 'ici']",0.430379746835443,0.5333333333333333,0.03587443946188341
ham,N’oublie pas notre réunion demain matin à 9h.,n’oublie pas notre réunion demain matin à 9h,"['n', '’', 'oublie', 'pas', 'notre', 'réunion', 'demain', 'matin', 'à', '9h']","['’', 'oublie', 'réunion', 'demain', 'matin', '9h']","['’', 'oublier', 'réunion', 'demain', 'matin', '9h']",0.31645569620253167,0.21666666666666667,0.05829596412556055
spam,Votre profil LinkedIn a été sélectionné pour une opportunité unique.,votre profil linkedin a été sélectionné pour une opportunité unique,"['votre', 'profil', 'linkedin', 'a', 'été', 'sélectionné', 'pour', 'une', 'opportunité', 'unique']","['profil', 'linkedin', 'sélectionné', 'opportunité', 'unique']","['profil', 'linkedin', 'sélectionner', 'opportunité', 'unique']",0.5822784810126582,0.14166666666666666,0.17040358744394618
spam,"Votre abonnement Netflix a expiré, mettez à jour vos informations ici : www.fake-netflix.com",votre abonnement netflix a expiré mettez à jour vos informations ici  wwwfakenetflixcom,"['votre', 'abonnement', 'netflix', 'a', 'expiré', 'mettez', 'à', 'jour', 'vos', 'informations', 'ici', 'wwwfakenetflixcom']","['abonnement', 'netflix', 'expiré', 'mettez', 'jour', 'informations', 'ici', 'wwwfakenetflixcom']","['abonnemer', 'netflix', 'expirer', 'mettre', 'jour', 'information', 'ici', 'wwwfakenetflixcom']",0.8481012658227849,0.5166666666666666,0.05381165919282512
spam,Il ne reste que quelques heures pour profiter de cette offre exceptionnelle.,il ne reste que quelques heures pour profiter de cette offre exceptionnelle,"['il', 'ne', 'reste', 'que', 'quelques', 'heures', 'pour', 'profiter', 'de', 'cette', 'offre', 'exceptionnelle']","['reste', 'quelques', 'heures', 'profiter', 'cette', 'offre', 'exceptionnelle']","['reste', 'quelque', 'heure', 'profiter', 'ce', 'offre', 'exceptionnel']",0.6582278481012658,0.125,0.008968609865470843
spam,"Votre abonnement Netflix a expiré, mettez à jour vos informations ici : www.fake-netflix.com",votre abonnement netflix a expiré mettez à jour vos informations ici  wwwfakenetflixcom,"['votre', 'abonnement', 'netflix', 'a', 'expiré', 'mettez', 'à', 'jour', 'vos', 'informations', 'ici', 'wwwfakenetflixcom']","['abonnement', 'netflix', 'expiré', 'mettez', 'jour', 'informations', 'ici', 'wwwfakenetflixcom']","['abonnemer', 'netflix', 'expirer', 'mettre', 'jour', 'information', 'ici', 'wwwfakenetflixcom']",0.8481012658227849,0.5166666666666666,0.05381165919282512
ham,"Bonjour, je suis occupé en ce moment. Je te rappelle plus tard.",bonjour je suis occupé en ce moment je te rappelle plus tard,"['bonjour', 'je', 'suis', 'occupé', 'en', 'ce', 'moment', 'je', 'te', 'rappelle', 'plus', 'tard']","['bonjour', 'occupé', 'moment', 'rappelle', 'plus', 'tard']","['bonjour', 'occuper', 'moment', 'rappell', 'plus', 'tard']",0.49367088607594933,0.4833333333333334,0.11210762331838567
spam,"Félicitations ! Vous avez gagné un iPhone 15, cliquez ici pour le réclamer : www.fake-link.com",félicitations  vous avez gagné un iphone 15 cliquez ici pour le réclamer  wwwfakelinkcom,"['félicitations', 'vous', 'avez', 'gagné', 'un', 'iphone', '15', 'cliquez', 'ici', 'pour', 'le', 'réclamer', 'wwwfakelinkcom']","['félicitations', 'gagné', 'iphone', '15', 'cliquez', 'ici', 'réclamer', 'wwwfakelinkcom']","['félicitation', 'gagner', 'iphone', '15', 'cliquer', 'ici', 'réclamer', 'wwwfakelinkcom']",0.8481012658227849,0.625,0.10762331838565023
spam,Profitez d’un cashback de 100€ sur vos prochains achats !,profitez d’un cashback de 100€ sur vos prochains achats ,"['profitez', 'd', '’', 'un', 'cashback', 'de', '100€', 'sur', 'vos', 'prochains', 'achats']","['profitez', '’', 'cashback', '100€', 'prochains', 'achats']","['profiter', '’', 'cashback', '100', 'euro', 'prochain', 'achat']",0.44303797468354433,0.175,0.03587443946188341
spam,Votre compte a été sélectionné pour une récompense de 50000 €. Cliquez ici pour réclamer : www.fakelink1.com,votre compte a été sélectionné pour une récompense de 50000 € cliquez ici pour réclamer  wwwfakelink1com,"['votre', 'compte', 'a', 'été', 'sélectionné', 'pour', 'une', 'récompense', 'de', '50000', '€', 'cliquez', 'ici', 'pour', 'réclamer', 'wwwfakelink1com']","['compte', 'sélectionné', 'récompense', '50000', '€', 'cliquez', 'ici', 'réclamer', 'wwwfakelink1com']","['compte', 'sélectionner', 'récompense', '50000', 'euro', 'cliquer', 'ici', 'réclamer', 'wwwfakelink1com']",1.0,0.3583333333333333,0.04035874439461882
ham,"Je suis en vacances, c’est top ici !",je suis en vacances c’est top ici ,"['je', 'suis', 'en', 'vacances', 'c', '’', 'est', 'top', 'ici']","['vacances', '’', 'top', 'ici']","['vacance', '’', 'top', 'ici']",0.20253164556962028,0.575,0.09417040358744397
spam,"Vous avez un message vocal non lu, écoutez-le ici.",vous avez un message vocal non lu écoutezle ici,"['vous', 'avez', 'un', 'message', 'vocal', 'non', 'lu', 'écoutezle', 'ici']","['message', 'vocal', 'non', 'lu', 'écoutezle', 'ici']","['message', 'vocal', 'non', 'lire', 'écoutezle', 'ici']",0.36708860759493667,0.5916666666666666,0.04932735426008968
spam,Profitez d’un cashback de 100€ sur vos prochains achats !,profitez d’un cashback de 100€ sur vos prochains achats ,"['profitez', 'd', '’', 'un', 'cashback', 'de', '100€', 'sur', 'vos', 'prochains', 'achats']","['profitez', '’', 'cashback', '100€', 'prochains', 'achats']","['profiter', '’', 'cashback', '100', 'euro', 'prochain', 'achat']",0.44303797468354433,0.175,0.03587443946188341
ham,J’arrive chez toi dans 5 minutes.,j’arrive chez toi dans 5 minutes,"['j', '’', 'arrive', 'chez', 'toi', 'dans', '5', 'minutes']","['’', 'arrive', 'chez', '5', 'minutes']","['’', 'arriver', 'chez', '5', 'minute']",0.189873417721519,0.29999999999999993,0.10313901345291479
spam,Découvrez comment obtenir un prêt sans intérêt immédiatement.,découvrez comment obtenir un prêt sans intérêt immédiatement,"['découvrez', 'comment', 'obtenir', 'un', 'prêt', 'sans', 'intérêt', 'immédiatement']","['découvrez', 'comment', 'obtenir', 'prêt', 'sans', 'intérêt', 'immédiatement']","['découvrir', 'comment', 'obtenir', 'prêt', 'sans', 'intérêt', 'immédiatement']",0.5189873417721519,0.15833333333333333,0.026905829596412557
spam,"Votre carte bancaire va être bloquée, cliquez ici pour éviter la suspension.",votre carte bancaire va être bloquée cliquez ici pour éviter la suspension,"['votre', 'carte', 'bancaire', 'va', 'être', 'bloquée', 'cliquez', 'ici', 'pour', 'éviter', 'la', 'suspension']","['carte', 'bancaire', 'va', 'être', 'bloquée', 'cliquez', 'ici', 'éviter', 'suspension']","['carte', 'bancaire', 'aller', 'être', 'bloquer', 'cliquer', 'ici', 'éviter', 'suspension']",0.6582278481012658,0.2583333333333333,0.008968609865470843
ham,Je passe te voir cet après-midi.,je passe te voir cet aprèsmidi,"['je', 'passe', 'te', 'voir', 'cet', 'aprèsmidi']","['passe', 'voir', 'cet', 'aprèsmidi']","['passer', 'voir', 'ce', 'aprèsmidi']",0.17721518987341772,0.6166666666666666,0.10762331838565023
ham,"Bonjour, merci pour ton message. Je te rappelle plus tard.",bonjour merci pour ton message je te rappelle plus tard,"['bonjour', 'merci', 'pour', 'ton', 'message', 'je', 'te', 'rappelle', 'plus', 'tard']","['bonjour', 'merci', 'message', 'rappelle', 'plus', 'tard']","['bonjour', 'merci', 'message', 'rappeler', 'plus', 'tard']",0.45569620253164556,0.5083333333333333,0.12556053811659196
ham,"Bonjour, merci pour ton message. Je te rappelle plus tard.",bonjour merci pour ton message je te rappelle plus tard,"['bonjour', 'merci', 'pour', 'ton', 'message', 'je', 'te', 'rappelle', 'plus', 'tard']","['bonjour', 'merci', 'message', 'rappelle', 'plus', 'tard']","['bonjour', 'merci', 'message', 'rappeler', 'plus', 'tard']",0.45569620253164556,0.5083333333333333,0.12556053811659196
ham,"Bonjour, je suis occupé en ce moment. Je te rappelle plus tard.",bonjour je suis occupé en ce moment je te rappelle plus tard,"['bonjour', 'je', 'suis', 'occupé', 'en', 'ce', 'moment', 'je', 'te', 'rappelle', 'plus', 'tard']","['bonjour', 'occupé', 'moment', 'rappelle', 'plus', 'tard']","['bonjour', 'occuper', 'moment', 'rappell', 'plus', 'tard']",0.49367088607594933,0.4833333333333334,0.11210762331838567
ham,Peux-tu me donner l’adresse exacte ?,peuxtu me donner l’adresse exacte ,"['peuxtu', 'me', 'donner', 'l', '’', 'adresse', 'exacte']","['peuxtu', 'donner', '’', 'adresse', 'exacte']","['peuxtu', 'donner', '’', 'adresse', 'exact']",0.22784810126582278,0.5416666666666666,0.08520179372197312
spam,Recevez un crédit instantané sans justificatif !,recevez un crédit instantané sans justificatif ,"['recevez', 'un', 'crédit', 'instantané', 'sans', 'justificatif']","['recevez', 'crédit', 'instantané', 'sans', 'justificatif']","['recevoir', 'crédit', 'instantaner', 'sans', 'justificatif']",0.36708860759493667,0.19999999999999998,0.04932735426008968
spam,Urgence ! Votre compte a été compromis. Cliquez ici pour vérifier : www.fakelink1.com,urgence  votre compte a été compromis cliquez ici pour vérifier  wwwfakelink1com,"['urgence', 'votre', 'compte', 'a', 'été', 'compromis', 'cliquez', 'ici', 'pour', 'vérifier', 'wwwfakelink1com']","['urgence', 'compte', 'compromis', 'cliquez', 'ici', 'vérifier', 'wwwfakelink1com']","['urgence', 'compte', 'compromettre', 'cliquer', 'ici', 'vérifier', 'wwwfakelink1com']",0.759493670886076,0.5666666666666667,0.12556053811659196
ham,"Salut, je t'envoie le document par email. Merci !",salut je tenvoie le document par email merci ,"['salut', 'je', 'tenvoie', 'le', 'document', 'par', 'email', 'merci']","['salut', 'tenvoie', 'document', 'email', 'merci']","['salut', 'tenvoie', 'document', 'e-mail', 'merci']",0.35443037974683544,0.8166666666666667,0.16143497757847539
ham,"J’ai croisé Paul aujourd’hui, il te passe le bonjour.",j’ai croisé paul aujourd’hui il te passe le bonjour,"['j', '’', 'ai', 'croisé', 'paul', 'aujourd', '’', 'hui', 'il', 'te', 'passe', 'le', 'bonjour']","['’', 'croisé', 'paul', 'aujourd', '’', 'hui', 'passe', 'bonjour']","['’', 'croiser', 'paul', 'aujourd', '’', 'hui', 'passer', 'bonjour']",0.40506329113924056,0.3666666666666666,0.1390134529147982
ham,Fais attention en rentrant ce soir.,fais attention en rentrant ce soir,"['fais', 'attention', 'en', 'rentrant', 'ce', 'soir']","['fais', 'attention', 'rentrant', 'soir']","['fai', 'attention', 'rentrer', 'soir']",0.2151898734177215,0.275,0.08968609865470856
ham,"Salut, as-tu vu le dernier film au cinéma ? C'était incroyable !",salut astu vu le dernier film au cinéma  cétait incroyable ,"['salut', 'astu', 'vu', 'le', 'dernier', 'film', 'au', 'cinéma', 'cétait', 'incroyable']","['salut', 'astu', 'vu', 'dernier', 'film', 'cinéma', 'cétait', 'incroyable']","['salut', 'astu', 'voir', 'dernier', 'film', 'cinéma', 'cétait', 'incroyable']",0.5063291139240507,0.7833333333333333,0.11210762331838567
ham,"On part en week-end, ça va être génial !",on part en weekend ça va être génial ,"['on', 'part', 'en', 'weekend', 'ça', 'va', 'être', 'génial']","['part', 'weekend', 'ça', 'va', 'être', 'génial']","['part', 'weekend', 'cela', 'aller', 'être', 'génial']",0.24050632911392406,0.7833333333333333,0.08071748878923768
spam,Il ne reste que quelques heures pour profiter de cette offre exceptionnelle.,il ne reste que quelques heures pour profiter de cette offre exceptionnelle,"['il', 'ne', 'reste', 'que', 'quelques', 'heures', 'pour', 'profiter', 'de', 'cette', 'offre', 'exceptionnelle']","['reste', 'quelques', 'heures', 'profiter', 'cette', 'offre', 'exceptionnelle']","['reste', 'quelque', 'heure', 'profiter', 'ce', 'offre', 'exceptionnel']",0.6582278481012658,0.125,0.008968609865470843
ham,"J’espère que tu vas bien, ça fait longtemps !",j’espère que tu vas bien ça fait longtemps ,"['j', '’', 'espère', 'que', 'tu', 'vas', 'bien', 'ça', 'fait', 'longtemps']","['’', 'espère', 'vas', 'bien', 'ça', 'fait', 'longtemps']","['’', 'espérer', 'aller', 'bien', 'cela', 'faire', 'longtemps']",0.3037974683544304,0.45,0.06278026905829598
spam,Dernière chance de profiter de cette offre incroyable !,dernière chance de profiter de cette offre incroyable ,"['dernière', 'chance', 'de', 'profiter', 'de', 'cette', 'offre', 'incroyable']","['dernière', 'chance', 'profiter', 'cette', 'offre', 'incroyable']","['dernier', 'chance', 'profiter', 'ce', 'offre', 'incroyable']",0.430379746835443,0.175,0.03587443946188341
ham,J’ai une idée géniale à te proposer.,j’ai une idée géniale à te proposer,"['j', '’', 'ai', 'une', 'idée', 'géniale', 'à', 'te', 'proposer']","['’', 'idée', 'géniale', 'proposer']","['’', 'idée', 'génial', 'proposer']",0.2151898734177215,0.275,0.08968609865470856
ham,As-tu vu mon dernier message ?,astu vu mon dernier message ,"['astu', 'vu', 'mon', 'dernier', 'message']","['astu', 'vu', 'dernier', 'message']","['astu', 'voir', 'dernier', 'message']",0.15189873417721522,0.6666666666666666,0.12107623318385652
ham,Bonne chance pour ton entretien !,bonne chance pour ton entretien ,"['bonne', 'chance', 'pour', 'ton', 'entretien']","['bonne', 'chance', 'entretien']","['bon', 'chance', 'entretien']",0.189873417721519,0.29999999999999993,0.10313901345291479
spam,Profitez d’un cashback de 100€ sur vos prochains achats !,profitez d’un cashback de 100€ sur vos prochains achats ,"['profitez', 'd', '’', 'un', 'cashback', 'de', '100€', 'sur', 'vos', 'prochains', 'achats']","['profitez', '’', 'cashback', '100€', 'prochains', 'achats']","['profiter', '’', 'cashback', '100', 'euro', 'prochain', 'achat']",0.44303797468354433,0.175,0.03587443946188341
spam,Protégez vos informations bancaires dès maintenant.,protégez vos informations bancaires dès maintenant,"['protégez', 'vos', 'informations', 'bancaires', 'dès', 'maintenant']","['protégez', 'informations', 'bancaires', 'dès', 'maintenant']","['protéger', 'information', 'bancaire', 'dès', 'maintenant']",0.4177215189873418,0.1833333333333333,0.04035874439461882
ham,Félicitations pour ta promotion !,félicitations pour ta promotion ,"['félicitations', 'pour', 'ta', 'promotion']","['félicitations', 'promotion']","['félicitation', 'promotion']",0.20253164556962028,0.2833333333333333,0.09417040358744397
ham,"J'ai adoré notre sortie d’hier, à refaire !",jai adoré notre sortie d’hier à refaire ,"['jai', 'adoré', 'notre', 'sortie', 'd', '’', 'hier', 'à', 'refaire']","['jai', 'adoré', 'sortie', '’', 'hier', 'refaire']","['jai', 'adorer', 'sortir', '’', 'hier', 'refaire']",0.2911392405063291,0.6916666666666667,0.06726457399103142
spam,Gagnez des récompenses en répondant à ce court questionnaire !,gagnez des récompenses en répondant à ce court questionnaire ,"['gagnez', 'des', 'récompenses', 'en', 'répondant', 'à', 'ce', 'court', 'questionnaire']","['gagnez', 'récompenses', 'répondant', 'court', 'questionnaire']","['gagnez', 'récompense', 'répondre', 'court', 'questionnair']",0.5063291139240507,0.15833333333333333,0.026905829596412557
spam,Bénéficiez d’une réduction immédiate de 50% sur votre prochaine commande !,bénéficiez d’une réduction immédiate de 50 sur votre prochaine commande ,"['bénéficiez', 'd', '’', 'une', 'réduction', 'immédiate', 'de', '50', 'sur', 'votre', 'prochaine', 'commande']","['bénéficiez', '’', 'réduction', 'immédiate', '50', 'prochaine', 'commande']","['bénéficiez', '’', 'réduction', 'immédiat', '50', 'prochain', 'command']",0.6455696202531646,0.2583333333333333,0.013452914798206282
ham,"On se voit bientôt, hâte de te retrouver !",on se voit bientôt hâte de te retrouver ,"['on', 'se', 'voit', 'bientôt', 'hâte', 'de', 'te', 'retrouver']","['voit', 'bientôt', 'hâte', 'retrouver']","['voir', 'bientôt', 'hâter', 'retrouver']",0.2658227848101266,0.4916666666666666,0.07174887892376686
spam,Offre exclusive ! Obtenez un crédit de 50000 € sans frais. Cliquez ici : www.fakelink1.com,offre exclusive  obtenez un crédit de 50000 € sans frais cliquez ici  wwwfakelink1com,"['offre', 'exclusive', 'obtenez', 'un', 'crédit', 'de', '50000', '€', 'sans', 'frais', 'cliquez', 'ici', 'wwwfakelink1com']","['offre', 'exclusive', 'obtenez', 'crédit', '50000', '€', 'sans', 'frais', 'cliquez', 'ici', 'wwwfakelink1com']","['offrir', 'exclusif', 'obtenir', 'crédit', '50000', 'euro', 'sans', 'frais', 'cliquer', 'ici', 'wwwfakelink1com']",0.7974683544303798,0.55,0.11659192825112108
ham,"Salut, je t'envoie le document par email. Merci !",salut je tenvoie le document par email merci ,"['salut', 'je', 'tenvoie', 'le', 'document', 'par', 'email', 'merci']","['salut', 'tenvoie', 'document', 'email', 'merci']","['salut', 'tenvoie', 'document', 'e-mail', 'merci']",0.35443037974683544,0.8166666666666667,0.16143497757847539
spam,Téléchargez cette application et obtenez une récompense instantanée !,téléchargez cette application et obtenez une récompense instantanée ,"['téléchargez', 'cette', 'application', 'et', 'obtenez', 'une', 'récompense', 'instantanée']","['téléchargez', 'cette', 'application', 'obtenez', 'récompense', 'instantanée']","['télécharger', 'ce', 'application', 'obtenir', 'récompense', 'instantané']",0.6075949367088608,0.13333333333333333,0.013452914798206282
