label,text,text_np,text_tokens,text_nostop,text_lem
spam,تهانينا! أنت مؤهل للحصول على قرض بقيمة 50000 دولار. اتصل بنا الآن!,تهانينا أنت مؤهل للحصول على قرض بقيمة 50000 دولار اتصل بنا الآن,"['تهانينا', 'أنت', 'مؤهل', 'للحصول', 'على', 'قرض', 'بقيمة', '50000', 'دولار', 'اتصل', 'بنا', 'الآن']","['تهانينا', 'مؤهل', 'للحصول', 'قرض', 'بقيمة', '50000', 'اتصل']",تَهنِين مُؤَهَّل لِ حُصُول قَرض بِ قِيمَة 50000 اِتَّصَل
ham,كن حذرًا عند عودتك الليلة.,كن حذرًا عند عودتك الليلة,"['كن', 'حذرًا', 'عند', 'عودتك', 'الليلة']","['حذرًا', 'عودتك', 'الليلة']",حِذر عَودَة هُوَ لَيلَة
ham,أتمنى لك يومًا سعيدًا!,أتمنى لك يومًا سعيدًا,"['أتمنى', 'لك', 'يومًا', 'سعيدًا']","['أتمنى', 'يومًا', 'سعيدًا']",تَمَنَّى يَوم سَعِيد
ham,مرحبًا! هل انتهيت من عملك؟ هل نلتقي في السينما؟,مرحبًا هل انتهيت من عملك هل نلتقي في السينما,"['مرحبًا', 'هل', 'انتهيت', 'من', 'عملك', 'هل', 'نلتقي', 'في', 'السينما']","['مرحبًا', 'انتهيت', 'عملك', 'نلتقي', 'السينما']",مُرَحَّب انتهيت عملك نلتقي سِينَمَا
ham,الطقس جميل اليوم، هل نخرج؟,الطقس جميل اليوم، هل نخرج,"['الطقس', 'جميل', 'اليوم،', 'هل', 'نخرج']","['الطقس', 'جميل', 'اليوم،', 'نخرج']",طَقس جَمِيل يَوم ، نخرج
ham,سنذهب في عطلة نهاية الأسبوع، سيكون الأمر ممتعًا!,سنذهب في عطلة نهاية الأسبوع، سيكون الأمر ممتعًا,"['سنذهب', 'في', 'عطلة', 'نهاية', 'الأسبوع،', 'سيكون', 'الأمر', 'ممتعًا']","['سنذهب', 'عطلة', 'نهاية', 'الأسبوع،', 'سيكون', 'الأمر', 'ممتعًا']",سَ ذَهَب عُطلَة نِهَايَة أُسبُوع ، سَ كَان أَمر مُمتَع
ham,أتمنى أن تكون بخير، لم نلتقِ منذ فترة!,أتمنى أن تكون بخير، لم نلتقِ منذ فترة,"['أتمنى', 'أن', 'تكون', 'بخير،', 'لم', 'نلتقِ', 'منذ', 'فترة']","['أتمنى', 'تكون', 'بخير،', 'نلتقِ', 'فترة']",تَمَنَّى كَان بِ خَير ، اِلتَقَِ فَترَة
ham,هل شاهدت المباراة أمس؟,هل شاهدت المباراة أمس,"['هل', 'شاهدت', 'المباراة', 'أمس']","['شاهدت', 'المباراة']",شَاهَد مُبَارَاة
ham,مرحبًا! هل انتهيت من عملك؟ هل نلتقي في الحديقة؟,مرحبًا هل انتهيت من عملك هل نلتقي في الحديقة,"['مرحبًا', 'هل', 'انتهيت', 'من', 'عملك', 'هل', 'نلتقي', 'في', 'الحديقة']","['مرحبًا', 'انتهيت', 'عملك', 'نلتقي', 'الحديقة']",مَرحَبًا اِنتَهَى عملك نلتقي حَدِيقَة
ham,مرحبًا خالد، هل تريد أن نذهب لتناول القهوة غدًا؟,مرحبًا خالد، هل تريد أن نذهب لتناول القهوة غدًا,"['مرحبًا', 'خالد،', 'هل', 'تريد', 'أن', 'نذهب', 'لتناول', 'القهوة', 'غدًا']","['مرحبًا', 'خالد،', 'تريد', 'نذهب', 'لتناول', 'القهوة', 'غدًا']",مُرَحَّب خالد ، أَرَاد نذهب لِ تَنَاوُل قَهوَة غَد
spam,قم بتنزيل هذا التطبيق واحصل على قسيمة شراء بقيمة 50 يورو.,قم بتنزيل هذا التطبيق واحصل على قسيمة شراء بقيمة 50 يورو,"['قم', 'بتنزيل', 'هذا', 'التطبيق', 'واحصل', 'على', 'قسيمة', 'شراء', 'بقيمة', '50', 'يورو']","['قم', 'بتنزيل', 'التطبيق', 'واحصل', 'قسيمة', 'شراء', 'بقيمة', '50']",قَام بِ تَنزِيل تَطبِيق وَ حَصَل قَسِيمَة شِرَاء بِ قِيمَة 50
spam,تم اختيار حسابك للحصول على مكافأة بقيمة 50000 دولار. انقر هنا للمطالبة: www.رابط-وهمي2.com,تم اختيار حسابك للحصول على مكافأة بقيمة 50000 دولار انقر هنا للمطالبة wwwرابطوهمي2com,"['تم', 'اختيار', 'حسابك', 'للحصول', 'على', 'مكافأة', 'بقيمة', '50000', 'دولار', 'انقر', 'هنا', 'للمطالبة', 'wwwرابطوهمي2com']","['تم', 'اختيار', 'حسابك', 'للحصول', 'مكافأة', 'بقيمة', '50000', 'انقر', 'للمطالبة', 'wwwرابطوهمي2com']",تَمّ اِختِيَار حَسَّابَك لِ حُصُول مُكَافَأَة بِ قِيمَة 50000 أَنقَر لِ مُطَالَبَة wwwرابطوهمي 2co m
spam,تم اختيار حسابك للحصول على مكافأة بقيمة 20000 دولار. انقر هنا للمطالبة: www.رابط-وهمي2.com,تم اختيار حسابك للحصول على مكافأة بقيمة 20000 دولار انقر هنا للمطالبة wwwرابطوهمي2com,"['تم', 'اختيار', 'حسابك', 'للحصول', 'على', 'مكافأة', 'بقيمة', '20000', 'دولار', 'انقر', 'هنا', 'للمطالبة', 'wwwرابطوهمي2com']","['تم', 'اختيار', 'حسابك', 'للحصول', 'مكافأة', 'بقيمة', '20000', 'انقر', 'للمطالبة', 'wwwرابطوهمي2com']",تَمّ اِختِيَار حَسَّابَك لِ حُصُول مُكَافَأَة بِ قِيمَة 20000 أَنقَر لِ مُطَالَبَة wwwرابطوهمي 2co m
spam,انتهت صلاحية اشتراكك في Netflix، قم بتحديث معلوماتك هنا: www.fake-netflix.com,انتهت صلاحية اشتراكك في netflix، قم بتحديث معلوماتك هنا wwwfakenetflixcom,"['انتهت', 'صلاحية', 'اشتراكك', 'في', 'netflix،', 'قم', 'بتحديث', 'معلوماتك', 'هنا', 'wwwfakenetflixcom']","['انتهت', 'صلاحية', 'اشتراكك', 'netflix،', 'قم', 'بتحديث', 'معلوماتك', 'wwwfakenetflixcom']",اِنتَهَى صَلَاحِيَّة اِشتِرَاك netflix ، قَام بِ تَحدِيث مَعلُومَة هُوَ wwwfake n etflixco m
spam,عاجل: سيتم إيقاف بطاقة SIM الخاصة بك خلال 24 ساعة، اتبع هذا الرابط: www.operateur-fake.com,عاجل سيتم إيقاف بطاقة sim الخاصة بك خلال 24 ساعة، اتبع هذا الرابط wwwoperateurfakecom,"['عاجل', 'سيتم', 'إيقاف', 'بطاقة', 'sim', 'الخاصة', 'بك', 'خلال', '24', 'ساعة،', 'اتبع', 'هذا', 'الرابط', 'wwwoperateurfakecom']","['عاجل', 'سيتم', 'إيقاف', 'بطاقة', 'sim', 'الخاصة', 'خلال', '24', 'ساعة،', 'اتبع', 'الرابط', 'wwwoperateurfakecom']",عَاجِل سَ تَمّ إِيقَاف بِطَاقَة sim خَاصّ خِلَالَ 24 سَاعَة ، اِتَّبَع رَابِط wwwope r ateurfak eco m
spam,عرض خاص! احصل على خصم 10% على مشترياتك القادمة. انقر هنا: www.رابط-وهمي1.com,عرض خاص احصل على خصم 10 على مشترياتك القادمة انقر هنا wwwرابطوهمي1com,"['عرض', 'خاص', 'احصل', 'على', 'خصم', '10', 'على', 'مشترياتك', 'القادمة', 'انقر', 'هنا', 'wwwرابطوهمي1com']","['عرض', 'خاص', 'احصل', 'خصم', '10', 'مشترياتك', 'القادمة', 'انقر', 'wwwرابطوهمي1com']",عَرض خَاصّ حَصل خَصَم 10 مُشتَرَى هُوَ قَادِم أَنقَر wwwرابطوهمي 1co m
ham,هل يمكننا الالتقاء في نهاية الأسبوع؟,هل يمكننا الالتقاء في نهاية الأسبوع,"['هل', 'يمكننا', 'الالتقاء', 'في', 'نهاية', 'الأسبوع']","['يمكننا', 'الالتقاء', 'نهاية', 'الأسبوع']",أَمكَن هُوَ اِلتِقَاء نِهَايَة أُسبُوع
spam,اكسب المال من المنزل ببضع نقرات فقط!,اكسب المال من المنزل ببضع نقرات فقط,"['اكسب', 'المال', 'من', 'المنزل', 'ببضع', 'نقرات', 'فقط']","['اكسب', 'المال', 'المنزل', 'ببضع', 'نقرات', 'فقط']",اكسب مَال مَنزِل بِ بِضع نَقرَة فَقَط
ham,هل نلتقي أمام السينما الساعة 20؟,هل نلتقي أمام السينما الساعة 20,"['هل', 'نلتقي', 'أمام', 'السينما', 'الساعة', '20']","['نلتقي', 'السينما', 'الساعة', '20']",نلتقي سِينَمَا سَاعَة 20
ham,كان يومًا رائعًا!,كان يومًا رائعًا,"['كان', 'يومًا', 'رائعًا']","['يومًا', 'رائعًا']",يَوم رَائِع
spam,جرب برنامجنا للتخسيس مجانًا لمدة 30 يومًا!,جرب برنامجنا للتخسيس مجانًا لمدة 30 يومًا,"['جرب', 'برنامجنا', 'للتخسيس', 'مجانًا', 'لمدة', '30', 'يومًا']","['جرب', 'برنامجنا', 'للتخسيس', 'مجانًا', 'لمدة', '30', 'يومًا']",جَرَّب برنامجنا لِ تَخسِيس مَجَان لِ مُدَّة 30 يَوم
ham,مرحبًا، أنا متأخر بسبب الزحام المروري. أراك قريبًا!,مرحبًا، أنا متأخر بسبب الزحام المروري أراك قريبًا,"['مرحبًا،', 'أنا', 'متأخر', 'بسبب', 'الزحام', 'المروري', 'أراك', 'قريبًا']","['مرحبًا،', 'متأخر', 'بسبب', 'الزحام', 'المروري', 'أراك', 'قريبًا']",مُرَحَّب ، مُتَأَخِّر بِ سَبَب زِحَام مُرَوِّر أَرَاك قَرِيب
spam,أول 10 مشتركين سيحصلون على هدية خاصة!,أول 10 مشتركين سيحصلون على هدية خاصة,"['أول', '10', 'مشتركين', 'سيحصلون', 'على', 'هدية', 'خاصة']","['10', 'مشتركين', 'سيحصلون', 'هدية']",10 مُشتَرِك سَ حَصَل هَدِيَّة
spam,لقد تم اختيارك للحصول على ميراث بقيمة 5000 دولار. اتصل بنا الآن!,لقد تم اختيارك للحصول على ميراث بقيمة 5000 دولار اتصل بنا الآن,"['لقد', 'تم', 'اختيارك', 'للحصول', 'على', 'ميراث', 'بقيمة', '5000', 'دولار', 'اتصل', 'بنا', 'الآن']","['لقد', 'تم', 'اختيارك', 'للحصول', 'ميراث', 'بقيمة', '5000', 'اتصل']",لقد تَمّ اِختِيَارك لِ حُصُول مِيرَاث بِ قِيمَة 5000 اِتَّصَل
ham,مرحبًا، سأرسل لك المستند عبر البريد الإلكتروني. شكرًا!,مرحبًا، سأرسل لك المستند عبر البريد الإلكتروني شكرًا,"['مرحبًا،', 'سأرسل', 'لك', 'المستند', 'عبر', 'البريد', 'الإلكتروني', 'شكرًا']","['مرحبًا،', 'سأرسل', 'المستند', 'عبر', 'البريد', 'الإلكتروني', 'شكرًا']",مُرَحَّب ، سَ أَرسَل مُستَنَد عَبرَ بَرِيد إِلِكترُونِيّ شُكر
spam,لا تفوت فرصتك لتصبح ثريًا الآن.,لا تفوت فرصتك لتصبح ثريًا الآن,"['لا', 'تفوت', 'فرصتك', 'لتصبح', 'ثريًا', 'الآن']","['تفوت', 'فرصتك', 'لتصبح', 'ثريًا']",فَات فُرصَة هُوَ لِ أَصبَح ثِرِّيّ
spam,تهانينا! لقد ربحت هاتف آيفون 15، انقر هنا لاستلامه: www.fake-link.com,تهانينا لقد ربحت هاتف آيفون 15، انقر هنا لاستلامه wwwfakelinkcom,"['تهانينا', 'لقد', 'ربحت', 'هاتف', 'آيفون', '15،', 'انقر', 'هنا', 'لاستلامه', 'wwwfakelinkcom']","['تهانينا', 'لقد', 'ربحت', 'هاتف', 'آيفون', '15،', 'انقر', 'لاستلامه', 'wwwfakelinkcom']",تَهنِين لقد رَبَح هَاتِف آيفون 15 ، أَنقَر لِ اِستِلَام هُوَ wwwfakelinkco m
ham,كن حذرًا عند عودتك الليلة.,كن حذرًا عند عودتك الليلة,"['كن', 'حذرًا', 'عند', 'عودتك', 'الليلة']","['حذرًا', 'عودتك', 'الليلة']",حِذر عَودَة هُوَ لَيلَة
ham,أنا متحمس جدًا لرؤيتك قريبًا!,أنا متحمس جدًا لرؤيتك قريبًا,"['أنا', 'متحمس', 'جدًا', 'لرؤيتك', 'قريبًا']","['متحمس', 'جدًا', 'لرؤيتك', 'قريبًا']",مُتَحَمِّس جِدّ لِ رُؤيَة هُوَ قَرِيب
ham,هل نلتقي في المقهى الساعة 15؟,هل نلتقي في المقهى الساعة 15,"['هل', 'نلتقي', 'في', 'المقهى', 'الساعة', '15']","['نلتقي', 'المقهى', 'الساعة', '15']",نلتقي مَقهَى سَاعَة 15
spam,قم بتحديث معلوماتك الآن لتجنب حذف حسابك.,قم بتحديث معلوماتك الآن لتجنب حذف حسابك,"['قم', 'بتحديث', 'معلوماتك', 'الآن', 'لتجنب', 'حذف', 'حسابك']","['قم', 'بتحديث', 'معلوماتك', 'لتجنب', 'حذف', 'حسابك']",قَام بِ تَحدِيث مَعلُومَة هُوَ لِ تَجَنُّب حِذف حَسَّابَك
spam,عرض خاص! احصل على خصم 10% على مشترياتك القادمة. انقر هنا: www.رابط-وهمي3.com,عرض خاص احصل على خصم 10 على مشترياتك القادمة انقر هنا wwwرابطوهمي3com,"['عرض', 'خاص', 'احصل', 'على', 'خصم', '10', 'على', 'مشترياتك', 'القادمة', 'انقر', 'هنا', 'wwwرابطوهمي3com']","['عرض', 'خاص', 'احصل', 'خصم', '10', 'مشترياتك', 'القادمة', 'انقر', 'wwwرابطوهمي3com']",عَرض خَاصّ حَصل خَصَم 10 مُشتَرَى هُوَ قَادِم أَنقَر wwwرابطوهمي 3co m
ham,هل نلتقي الساعة 18 كما هو متفق عليه؟,هل نلتقي الساعة 18 كما هو متفق عليه,"['هل', 'نلتقي', 'الساعة', '18', 'كما', 'هو', 'متفق', 'عليه']","['نلتقي', 'الساعة', '18', 'متفق']",نلتقي سَاعَة 18 مُتَّفَق
spam,لديك رسالة صوتية غير مقروءة، استمع إليها هنا.,لديك رسالة صوتية غير مقروءة، استمع إليها هنا,"['لديك', 'رسالة', 'صوتية', 'غير', 'مقروءة،', 'استمع', 'إليها', 'هنا']","['لديك', 'رسالة', 'صوتية', 'مقروءة،', 'استمع', 'إليها']",لَدِيك رِسَالَة صَوتِيّ مقروءة ، اِستَمَع إِلَى هُوَ
spam,عرض حصري! احصل على قرض بقيمة 10000 دولار بدون رسوم. انقر هنا: www.رابط-وهمي3.com,عرض حصري احصل على قرض بقيمة 10000 دولار بدون رسوم انقر هنا wwwرابطوهمي3com,"['عرض', 'حصري', 'احصل', 'على', 'قرض', 'بقيمة', '10000', 'دولار', 'بدون', 'رسوم', 'انقر', 'هنا', 'wwwرابطوهمي3com']","['عرض', 'حصري', 'احصل', 'قرض', 'بقيمة', '10000', 'بدون', 'رسوم', 'انقر', 'wwwرابطوهمي3com']",عَرض حِصرِيّ حَصل قَرض بِ قِيمَة 10000 بدون رَسم انقر wwwرابطوهمي 3co m
ham,مرحبًا! هل انتهيت من عملك؟ هل نلتقي في المنزل؟,مرحبًا هل انتهيت من عملك هل نلتقي في المنزل,"['مرحبًا', 'هل', 'انتهيت', 'من', 'عملك', 'هل', 'نلتقي', 'في', 'المنزل']","['مرحبًا', 'انتهيت', 'عملك', 'نلتقي', 'المنزل']",مَرحَبًا اِنتَهَى عملك نلتقي مَنزِل
spam,لا تفوت فرصتك لتصبح ثريًا الآن.,لا تفوت فرصتك لتصبح ثريًا الآن,"['لا', 'تفوت', 'فرصتك', 'لتصبح', 'ثريًا', 'الآن']","['تفوت', 'فرصتك', 'لتصبح', 'ثريًا']",فَات فُرصَة هُوَ لِ أَصبَح ثِرِّيّ
spam,الفرصة الأخيرة للاستفادة من هذا العرض الرائع!,الفرصة الأخيرة للاستفادة من هذا العرض الرائع,"['الفرصة', 'الأخيرة', 'للاستفادة', 'من', 'هذا', 'العرض', 'الرائع']","['الفرصة', 'الأخيرة', 'للاستفادة', 'العرض', 'الرائع']",فُرصَة أَخِير لِ اِستِفَادَة عَرض رَائِع
ham,سنذهب في عطلة نهاية الأسبوع، سيكون الأمر ممتعًا!,سنذهب في عطلة نهاية الأسبوع، سيكون الأمر ممتعًا,"['سنذهب', 'في', 'عطلة', 'نهاية', 'الأسبوع،', 'سيكون', 'الأمر', 'ممتعًا']","['سنذهب', 'عطلة', 'نهاية', 'الأسبوع،', 'سيكون', 'الأمر', 'ممتعًا']",سَ ذَهَب عُطلَة نِهَايَة أُسبُوع ، سَ كَان أَمر مُمتَع
spam,عرض حصري! احصل على قرض بقيمة 1000 دولار بدون رسوم. انقر هنا: www.رابط-وهمي1.com,عرض حصري احصل على قرض بقيمة 1000 دولار بدون رسوم انقر هنا wwwرابطوهمي1com,"['عرض', 'حصري', 'احصل', 'على', 'قرض', 'بقيمة', '1000', 'دولار', 'بدون', 'رسوم', 'انقر', 'هنا', 'wwwرابطوهمي1com']","['عرض', 'حصري', 'احصل', 'قرض', 'بقيمة', '1000', 'بدون', 'رسوم', 'انقر', 'wwwرابطوهمي1com']",عَرض حِصرِيّ حَصل قَرض بِ قِيمَة 1000 بدون رَسم انقر wwwرابطوهمي 1co m
spam,تعرف على كيفية الحصول على قرض بدون فوائد الآن.,تعرف على كيفية الحصول على قرض بدون فوائد الآن,"['تعرف', 'على', 'كيفية', 'الحصول', 'على', 'قرض', 'بدون', 'فوائد', 'الآن']","['تعرف', 'كيفية', 'الحصول', 'قرض', 'بدون', 'فوائد']",عَرَف كَيفِيَّة حُصُول قَرض بدون فَائِدَة
spam,وظيفة جديدة من المنزل، اربح حتى 3000 يورو شهريًا!,وظيفة جديدة من المنزل، اربح حتى 3000 يورو شهريًا,"['وظيفة', 'جديدة', 'من', 'المنزل،', 'اربح', 'حتى', '3000', 'يورو', 'شهريًا']","['وظيفة', 'جديدة', 'المنزل،', 'اربح', '3000', 'شهريًا']",وَ ظَيفَة جَدِيد مَنزِل ، أُربُح 3000 شَهرِيّ
spam,تعرف على كيفية الحصول على قرض بدون فوائد الآن.,تعرف على كيفية الحصول على قرض بدون فوائد الآن,"['تعرف', 'على', 'كيفية', 'الحصول', 'على', 'قرض', 'بدون', 'فوائد', 'الآن']","['تعرف', 'كيفية', 'الحصول', 'قرض', 'بدون', 'فوائد']",عَرَف كَيفِيَّة حُصُول قَرض بدون فَائِدَة
spam,فاتورتك الهاتفية في انتظار السداد، قم بالدفع هنا.,فاتورتك الهاتفية في انتظار السداد، قم بالدفع هنا,"['فاتورتك', 'الهاتفية', 'في', 'انتظار', 'السداد،', 'قم', 'بالدفع', 'هنا']","['فاتورتك', 'الهاتفية', 'انتظار', 'السداد،', 'قم', 'بالدفع']",فَ اِتوَرتك هَاتِفِيّ اِنتِظَار سَدَاد ، قَام بالدفع
spam,اربح رحلة مجانية! انقر هنا للمشاركة: www.رابط-وهمي1.com,اربح رحلة مجانية انقر هنا للمشاركة wwwرابطوهمي1com,"['اربح', 'رحلة', 'مجانية', 'انقر', 'هنا', 'للمشاركة', 'wwwرابطوهمي1com']","['اربح', 'رحلة', 'مجانية', 'انقر', 'للمشاركة', 'wwwرابطوهمي1com']",أُربُح رِحلَة مَجَّانِيّ أَنقَر لِ مُشَارَكَة wwwرابطوهمي 1co m
spam,تم اختراق حساب PayPal الخاص بك، قم بإعادة تعيين كلمة المرور هنا.,تم اختراق حساب paypal الخاص بك، قم بإعادة تعيين كلمة المرور هنا,"['تم', 'اختراق', 'حساب', 'paypal', 'الخاص', 'بك،', 'قم', 'بإعادة', 'تعيين', 'كلمة', 'المرور', 'هنا']","['تم', 'اختراق', 'حساب', 'paypal', 'الخاص', 'بك،', 'قم', 'بإعادة', 'تعيين', 'كلمة', 'المرور']",تَمّ اِختِرَاق حِسَاب paypal خَاصّ بِ هُوَ ، قَام بِ إِعَادَة تَعيِين كَلِمَة مُرُور
ham,مرحبًا محمد، هل تريد أن نذهب لتناول القهوة غدًا؟,مرحبًا محمد، هل تريد أن نذهب لتناول القهوة غدًا,"['مرحبًا', 'محمد،', 'هل', 'تريد', 'أن', 'نذهب', 'لتناول', 'القهوة', 'غدًا']","['مرحبًا', 'محمد،', 'تريد', 'نذهب', 'لتناول', 'القهوة', 'غدًا']",مَرحَبًا محمد ، أَرَاد نذهب لِ تَنَاوُل قَهوَة غَد
spam,عرض حصري! احصل على قرض بقيمة 1000 دولار بدون رسوم. انقر هنا: www.رابط-وهمي2.com,عرض حصري احصل على قرض بقيمة 1000 دولار بدون رسوم انقر هنا wwwرابطوهمي2com,"['عرض', 'حصري', 'احصل', 'على', 'قرض', 'بقيمة', '1000', 'دولار', 'بدون', 'رسوم', 'انقر', 'هنا', 'wwwرابطوهمي2com']","['عرض', 'حصري', 'احصل', 'قرض', 'بقيمة', '1000', 'بدون', 'رسوم', 'انقر', 'wwwرابطوهمي2com']",عَرض حِصرِيّ حَصل قَرض بِ قِيمَة 1000 بدون رَسم انقر wwwرابطوهمي 2co m
ham,أنا أنتظرك أمام المحطة.,أنا أنتظرك أمام المحطة,"['أنا', 'أنتظرك', 'أمام', 'المحطة']","['أنتظرك', 'المحطة']",اِنتَظَر مَحَطَّة
spam,وظيفة جديدة من المنزل، اربح حتى 3000 يورو شهريًا!,وظيفة جديدة من المنزل، اربح حتى 3000 يورو شهريًا,"['وظيفة', 'جديدة', 'من', 'المنزل،', 'اربح', 'حتى', '3000', 'يورو', 'شهريًا']","['وظيفة', 'جديدة', 'المنزل،', 'اربح', '3000', 'شهريًا']",وَ ظَيفَة جَدِيد مَنزِل ، أُربُح 3000 شَهرِيّ
spam,قم بتنزيل هذا التطبيق واحصل على قسيمة شراء بقيمة 50 يورو.,قم بتنزيل هذا التطبيق واحصل على قسيمة شراء بقيمة 50 يورو,"['قم', 'بتنزيل', 'هذا', 'التطبيق', 'واحصل', 'على', 'قسيمة', 'شراء', 'بقيمة', '50', 'يورو']","['قم', 'بتنزيل', 'التطبيق', 'واحصل', 'قسيمة', 'شراء', 'بقيمة', '50']",قَام بِ تَنزِيل تَطبِيق وَ حَصَل قَسِيمَة شِرَاء بِ قِيمَة 50
spam,عاجل: سيتم إيقاف بطاقة SIM الخاصة بك خلال 24 ساعة، اتبع هذا الرابط: www.operateur-fake.com,عاجل سيتم إيقاف بطاقة sim الخاصة بك خلال 24 ساعة، اتبع هذا الرابط wwwoperateurfakecom,"['عاجل', 'سيتم', 'إيقاف', 'بطاقة', 'sim', 'الخاصة', 'بك', 'خلال', '24', 'ساعة،', 'اتبع', 'هذا', 'الرابط', 'wwwoperateurfakecom']","['عاجل', 'سيتم', 'إيقاف', 'بطاقة', 'sim', 'الخاصة', 'خلال', '24', 'ساعة،', 'اتبع', 'الرابط', 'wwwoperateurfakecom']",عَاجِل سَ تَمّ إِيقَاف بِطَاقَة sim خَاصّ خِلَالَ 24 سَاعَة ، اِتَّبَع رَابِط wwwope r ateurfak eco m
ham,هل ستأتي إلى التمرين هذا المساء؟,هل ستأتي إلى التمرين هذا المساء,"['هل', 'ستأتي', 'إلى', 'التمرين', 'هذا', 'المساء']","['ستأتي', 'التمرين', 'المساء']",سَ أَتَى تَمرِين مَسَاء
spam,تم حظر حسابك البنكي، تحقق من هويتك هنا: www.faux-site.com,تم حظر حسابك البنكي، تحقق من هويتك هنا wwwfauxsitecom,"['تم', 'حظر', 'حسابك', 'البنكي،', 'تحقق', 'من', 'هويتك', 'هنا', 'wwwfauxsitecom']","['تم', 'حظر', 'حسابك', 'البنكي،', 'تحقق', 'هويتك', 'wwwfauxsitecom']",تَمّ حَظر حَسَّابَك البنكي ، حَقَّق هُوِيَّة هُوَ wwwfauxsit eco m
spam,اكتشفنا نشاطًا مشبوهًا على حسابك، تحقق هنا.,اكتشفنا نشاطًا مشبوهًا على حسابك، تحقق هنا,"['اكتشفنا', 'نشاطًا', 'مشبوهًا', 'على', 'حسابك،', 'تحقق', 'هنا']","['اكتشفنا', 'نشاطًا', 'مشبوهًا', 'حسابك،', 'تحقق']",اكتشفنا نَشَاط مَشبُوه حَسَّابَك ، حَقَّق
ham,أخبرني عندما تكون متاحًا لإجراء مكالمة.,أخبرني عندما تكون متاحًا لإجراء مكالمة,"['أخبرني', 'عندما', 'تكون', 'متاحًا', 'لإجراء', 'مكالمة']","['أخبرني', 'عندما', 'تكون', 'متاحًا', 'لإجراء', 'مكالمة']",أَخبَرنِي عِندَمَا كَان مُتَاح لِ إِجرَاء مُكَالَمَة
spam,جرب برنامجنا للتخسيس مجانًا لمدة 30 يومًا!,جرب برنامجنا للتخسيس مجانًا لمدة 30 يومًا,"['جرب', 'برنامجنا', 'للتخسيس', 'مجانًا', 'لمدة', '30', 'يومًا']","['جرب', 'برنامجنا', 'للتخسيس', 'مجانًا', 'لمدة', '30', 'يومًا']",جَرَّب برنامجنا لِ تَخسِيس مَجَان لِ مُدَّة 30 يَوم
ham,سأصل إلى منزلك خلال 5 دقائق.,سأصل إلى منزلك خلال 5 دقائق,"['سأصل', 'إلى', 'منزلك', 'خلال', '5', 'دقائق']","['سأصل', 'منزلك', 'خلال', '5', 'دقائق']",سَ أَصل منزلك خِلَالَ 5 دَقِيقَة
spam,قم بتنزيل هذا التطبيق واحصل على قسيمة شراء بقيمة 50 يورو.,قم بتنزيل هذا التطبيق واحصل على قسيمة شراء بقيمة 50 يورو,"['قم', 'بتنزيل', 'هذا', 'التطبيق', 'واحصل', 'على', 'قسيمة', 'شراء', 'بقيمة', '50', 'يورو']","['قم', 'بتنزيل', 'التطبيق', 'واحصل', 'قسيمة', 'شراء', 'بقيمة', '50']",قَام بِ تَنزِيل تَطبِيق وَ حَصَل قَسِيمَة شِرَاء بِ قِيمَة 50
spam,انقر هنا لاكتشاف طريقة مذهلة لفقدان الوزن في 3 أيام.,انقر هنا لاكتشاف طريقة مذهلة لفقدان الوزن في 3 أيام,"['انقر', 'هنا', 'لاكتشاف', 'طريقة', 'مذهلة', 'لفقدان', 'الوزن', 'في', '3', 'أيام']","['انقر', 'لاكتشاف', 'طريقة', 'مذهلة', 'لفقدان', 'الوزن', '3', 'أيام']",أَنقَر لِ اِكتِشَاف طَرِيقَة مُذَهَّل لِ فِقدَان وَزن 3 يَوم
ham,هل نلتقي أمام السينما الساعة 20؟,هل نلتقي أمام السينما الساعة 20,"['هل', 'نلتقي', 'أمام', 'السينما', 'الساعة', '20']","['نلتقي', 'السينما', 'الساعة', '20']",نلتقي سِينَمَا سَاعَة 20
ham,هل يمكنك معاودة الاتصال عندما تكون متفرغًا؟,هل يمكنك معاودة الاتصال عندما تكون متفرغًا,"['هل', 'يمكنك', 'معاودة', 'الاتصال', 'عندما', 'تكون', 'متفرغًا']","['يمكنك', 'معاودة', 'الاتصال', 'عندما', 'تكون', 'متفرغًا']",أَمكَن هُوَ مُعَاوَدَة اِتِّصَال عِندَمَا كَان مُتَفَرِّغ
spam,اشترِ الآن واحصل على مكافأة نقدية بقيمة 100 يورو.,اشترِ الآن واحصل على مكافأة نقدية بقيمة 100 يورو,"['اشترِ', 'الآن', 'واحصل', 'على', 'مكافأة', 'نقدية', 'بقيمة', '100', 'يورو']","['اشترِ', 'واحصل', 'مكافأة', 'نقدية', 'بقيمة', '100']",اِشتَرَى وَ حَصَل مُكَافَأَة نقدية بِ قِيمَة 100
spam,تهانينا! أنت مؤهل للحصول على قرض بقيمة 1000 دولار. اتصل بنا الآن!,تهانينا أنت مؤهل للحصول على قرض بقيمة 1000 دولار اتصل بنا الآن,"['تهانينا', 'أنت', 'مؤهل', 'للحصول', 'على', 'قرض', 'بقيمة', '1000', 'دولار', 'اتصل', 'بنا', 'الآن']","['تهانينا', 'مؤهل', 'للحصول', 'قرض', 'بقيمة', '1000', 'اتصل']",تَهنِين مُؤَهَّل لِ حُصُول قَرض بِ قِيمَة 1000 اِتَّصَل
